date,ADM,BG,SOY
2024-12-24,49.5608024597168,77.66454315185547,975.25
2024-12-26,49.541221618652344,76.64341735839844,988.0
2024-12-27,49.51185607910156,76.65323638916016,980.0
2024-12-30,49.01262283325195,75.49464416503906,982.0
2024-12-31,49.453125,76.34886932373047,998.25
2025-01-02,49.15945816040039,76.16231536865234,999.5
2025-01-03,48.99304962158203,75.87757110595703,981.0
2025-01-06,48.5819206237793,76.56487274169922,992.5
2025-01-07,48.38614273071289,76.39794921875,992.25
2025-01-08,48.78748321533203,75.97575378417969,987.5
2025-01-10,50.011085510253906,79.7460708618164,1013.5
2025-01-13,51.01933288574219,80.5020980834961,1041.5
2025-01-14,50.108970642089844,80.12899780273438,1043.0
2025-01-15,50.060028076171875,78.980224609375,1042.75
2025-01-16,49.93277359008789,77.95909881591797,1019.0
2025-01-17,50.20686340332031,78.0965576171875,1034.0
2025-01-21,50.13833999633789,77.20307159423828,1067.25
2025-01-22,49.453125,76.49614715576172,1056.0
2025-01-23,49.59016799926758,77.24234771728516,1065.5
2025-01-24,49.443328857421875,75.7892074584961,1055.75
2025-01-27,51.068275451660156,77.25216674804688,1045.0
2025-01-28,49.521644592285156,75.85794067382812,1045.0
2025-01-29,50.56904602050781,76.8005142211914,1060.5
2025-01-30,50.57883834838867,76.2408676147461,1044.0
2025-01-31,50.148128509521484,74.7484359741211,1042.0
2025-02-03,48.96368408203125,73.79605102539062,1058.25
2025-02-04,46.48711395263672,73.65858459472656,1075.0
2025-02-05,45.46907424926758,68.60204315185547,1057.0
2025-02-06,44.58808135986328,68.03257751464844,1060.5
2025-02-07,44.793643951416016,68.33694458007812,1049.5
2025-02-10,45.11667251586914,67.9049301147461,1049.5
2025-02-11,45.45928192138672,68.65113830566406,1043.5
2025-02-12,44.26504898071289,67.81656646728516,1027.75
2025-02-13,44.74469757080078,68.52349853515625,1030.0
2025-02-14,45.12646484375,69.22061157226562,1036.0
2025-02-18,45.44321060180664,69.28009796142578,1038.5
2025-02-19,45.57189178466797,69.57752227783203,1031.75
2025-02-20,46.07670211791992,70.64825439453125,1045.5
2025-02-21,47.70002746582031,72.43280029296875,1039.5
2025-02-24,47.907894134521484,72.94833374023438,1029.0
2025-02-25,48.26423263549805,73.63240814208984,1031.25
